"age","sex","category","population"
57,"Naiset","v1990",17
57,"Naiset","v2010",30
57,"Naiset","v2024",16
58,"Naiset","v1990",22
58,"Naiset","v2010",16
58,"Naiset","v2024",22
59,"Naiset","v1990",17
59,"Naiset","v2010",29
59,"Naiset","v2024",22
60,"Naiset","v1990",33
60,"Naiset","v2010",25
60,"Naiset","v2024",18
61,"Naiset","v1990",38
61,"Naiset","v2010",18
61,"Naiset","v2024",17
62,"Naiset","v1990",29
62,"Naiset","v2010",37
62,"Naiset","v2024",18
63,"Naiset","v1990",35
63,"Naiset","v2010",29
63,"Naiset","v2024",16
64,"Naiset","v1990",33
64,"Naiset","v2010",30
64,"Naiset","v2024",18
65,"Naiset","v1990",30
65,"Naiset","v2010",25
65,"Naiset","v2024",17
66,"Naiset","v1990",32
66,"Naiset","v2010",21
66,"Naiset","v2024",21
67,"Naiset","v1990",27
67,"Naiset","v2010",18
67,"Naiset","v2024",24
68,"Naiset","v1990",28
68,"Naiset","v2010",20
68,"Naiset","v2024",20
69,"Naiset","v1990",31
69,"Naiset","v2010",29
69,"Naiset","v2024",19
70,"Naiset","v1990",33
70,"Naiset","v2010",16
70,"Naiset","v2024",20
71,"Naiset","v1990",22
71,"Naiset","v2010",26
71,"Naiset","v2024",28
72,"Naiset","v1990",16
72,"Naiset","v2010",20
72,"Naiset","v2024",17
73,"Naiset","v1990",20
73,"Naiset","v2010",26
73,"Naiset","v2024",28
74,"Naiset","v1990",26
74,"Naiset","v2010",24
74,"Naiset","v2024",17
75,"Naiset","v1990",19
75,"Naiset","v2010",12
75,"Naiset","v2024",24
76,"Naiset","v1990",23
76,"Naiset","v2010",23
76,"Naiset","v2024",29
77,"Naiset","v1990",18
77,"Naiset","v2010",12
77,"Naiset","v2024",31
78,"Naiset","v1990",23
78,"Naiset","v2010",21
78,"Naiset","v2024",23
79,"Naiset","v1990",28
79,"Naiset","v2010",17
79,"Naiset","v2024",14
80,"Naiset","v1990",17
80,"Naiset","v2010",30
80,"Naiset","v2024",11
81,"Naiset","v1990",10
81,"Naiset","v2010",27
81,"Naiset","v2024",10
82,"Naiset","v1990",16
82,"Naiset","v2010",16
82,"Naiset","v2024",19
83,"Naiset","v1990",12
83,"Naiset","v2010",19
83,"Naiset","v2024",18
84,"Naiset","v1990",9
84,"Naiset","v2010",16
84,"Naiset","v2024",14
85,"Naiset","v1990",10
85,"Naiset","v2010",18
85,"Naiset","v2024",14
86,"Naiset","v1990",6
86,"Naiset","v2010",17
86,"Naiset","v2024",12
87,"Naiset","v1990",7
87,"Naiset","v2010",9
87,"Naiset","v2024",12
88,"Naiset","v1990",5
88,"Naiset","v2010",17
88,"Naiset","v2024",15
89,"Naiset","v1990",10
89,"Naiset","v2010",15
89,"Naiset","v2024",7
90,"Naiset","v1990",6
90,"Naiset","v2010",7
90,"Naiset","v2024",9
91,"Naiset","v1990",3
91,"Naiset","v2010",5
91,"Naiset","v2024",5
92,"Naiset","v1990",2
92,"Naiset","v2010",3
92,"Naiset","v2024",6
93,"Naiset","v1990",2
93,"Naiset","v2010",2
93,"Naiset","v2024",5
94,"Naiset","v1990",0
94,"Naiset","v2010",2
94,"Naiset","v2024",9
95,"Naiset","v1990",0
95,"Naiset","v2010",2
95,"Naiset","v2024",5
96,"Naiset","v1990",2
96,"Naiset","v2010",1
96,"Naiset","v2024",3
97,"Naiset","v1990",0
97,"Naiset","v2010",0
97,"Naiset","v2024",1
98,"Naiset","v1990",0
98,"Naiset","v2010",1
98,"Naiset","v2024",0
99,"Naiset","v1990",0
99,"Naiset","v2010",0
99,"Naiset","v2024",0
100,"Naiset","v1990",1
100,"Naiset","v2010",1
100,"Naiset","v2024",1
